# file...... output/IEEE_123_feeder_0_swing_node.csv
# date...... Tue Apr 17 15:18:40 2018
# user...... reim112
# host...... (null)
# target.... meter 284
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,measured_current_A,measured_current_B,measured_current_C,measured_voltage_A,measured_voltage_B,measured_voltage_C,measured_power
2013-07-29 05:02:00 PST,+336.12-143.472j,-240.774-149.911j,-43.0452+320.063j,+2401.35-0.688362j,-1201.14-2079.42j,-1200.17+2079.99j,+2.12556e+006+959502j
2013-07-29 05:03:00 PST,+330.107-140.023j,-240.999-151.062j,-43.8977+314.252j,+2401.36-0.676339j,-1201.14-2079.42j,-1200.19+2079.99j,+2.10273e+006+941569j
2013-07-29 05:04:00 PST,+335.639-140.916j,-245.594-153.188j,-41.1675+300.987j,+2401.36-0.688149j,-1201.14-2079.41j,-1200.22+2079.99j,+2.09508e+006+940472j
2013-07-29 05:05:00 PST,+333.839-139.209j,-242.571-151.661j,-45.6403+320.007j,+2401.36-0.684772j,-1201.14-2079.42j,-1200.17+2079.99j,+2.12888e+006+945436j
2013-07-29 05:06:00 PST,+335.673-139.854j,-247.066-155.281j,-50.3529+343.129j,+2401.36-0.688572j,-1201.15-2079.41j,-1200.12+2080j,+2.19996e+006+969908j
2013-07-29 05:07:00 PST,+336.158-138.539j,-251.446-158.053j,-48.7701+333.705j,+2401.36-0.690065j,-1201.15-2079.4j,-1200.14+2080j,+2.19065e+006+964512j
2013-07-29 05:08:00 PST,+341.896-140.629j,-248.893-154.945j,-46.963+325.446j,+2401.36-0.701935j,-1201.15-2079.4j,-1200.16+2080j,+2.17555e+006+961802j
2013-07-29 05:09:00 PST,+350.135-145.249j,-252.504-157.873j,-47.0345+326.29j,+2401.34-0.718445j,-1201.15-2079.4j,-1200.16+2080j,+2.20761e+006+977736j
2013-07-29 05:10:00 PST,+360.568-148.785j,-250.237-155.219j,-45.6411+317.976j,+2401.33-0.740113j,-1201.15-2079.4j,-1200.18+2080j,+2.20545e+006+977612j
2013-07-29 05:11:00 PST,+361.591-148.6j,-247.036-153.778j,-47.9321+325.547j,+2401.33-0.742412j,-1201.14-2079.41j,-1200.16+2080j,+2.21957e+006+976557j
2013-07-29 05:12:00 PST,+351.407-144.563j,-243.812-151.278j,-46.1037+323.938j,+2401.35-0.721454j,-1201.14-2079.42j,-1200.16+2079.99j,+2.1805e+006+965057j
2013-07-29 05:13:00 PST,+343.194-141.372j,-245.164-151.376j,-46.7146+324.787j,+2401.36-0.704531j,-1201.14-2079.41j,-1200.16+2080j,+2.1651e+006+959848j
2013-07-29 05:14:00 PST,+349.092-144.337j,-240.634-148.515j,-46.5214+318.86j,+2401.35-0.716464j,-1201.13-2079.42j,-1200.18+2080j,+2.15532e+006+954272j
2013-07-29 05:15:00 PST,+359.119-146.236j,-242.696-149.835j,-49.42+330.316j,+2401.34-0.737779j,-1201.14-2079.42j,-1200.15+2080j,+2.21192e+006+969228j
2013-07-29 05:16:00 PST,+351.163-143.192j,-241.478-147.632j,-51.0465+342.445j,+2401.35-0.721371j,-1201.13-2079.42j,-1200.12+2080j,+2.21395e+006+973210j
2013-07-29 05:17:00 PST,+348.876-142.307j,-241.614-148.166j,-48.5052+324.44j,+2401.35-0.716657j,-1201.13-2079.42j,-1200.16+2080j,+2.16924e+006+954418j
2013-07-29 05:18:00 PST,+346.486-143.17j,-242.197-151.072j,-50.0292+328.653j,+2401.35-0.711143j,-1201.14-2079.42j,-1200.15+2080j,+2.18083e+006+956098j
2013-07-29 05:19:00 PST,+351.555-145.173j,-253.242-161.278j,-51.9015+329.144j,+2401.34-0.721578j,-1201.16-2079.39j,-1200.15+2080.01j,+2.23077e+006+968293j
2013-07-29 05:20:00 PST,+348.706-144.971j,-248.804-157.62j,-52.1576+330.861j,+2401.35-0.71541j,-1201.15-2079.4j,-1200.15+2080.01j,+2.21486e+006+964509j
2013-07-29 05:21:00 PST,+333.983-139.173j,-248.081-157.634j,-53.7994+347.327j,+2401.36-0.685098j,-1201.15-2079.41j,-1200.11+2080j,+2.21489e+006+965422j
2013-07-29 05:22:00 PST,+326.868-137.607j,-250.767-157.788j,-49.0832+337.446j,+2401.37-0.670044j,-1201.15-2079.4j,-1200.13+2080j,+2.17513e+006+965033j
2013-07-29 05:23:00 PST,+339.917-141.819j,-253.819-159.899j,-48.4681+334.66j,+2401.36-0.697213j,-1201.16-2079.39j,-1200.14+2080j,+2.20799e+006+976873j
2013-07-29 05:24:00 PST,+342.106-143.667j,-250.285-155.266j,-48.2787+328.086j,+2401.35-0.701396j,-1201.15-2079.4j,-1200.15+2080j,+2.18547e+006+972034j
2013-07-29 05:25:00 PST,+332.338-140.857j,-263.127-165.6j,-47.7604+330.859j,+2401.36-0.680946j,-1201.16-2079.37j,-1200.15+2080j,+2.20407e+006+983987j
2013-07-29 05:26:00 PST,+334.451-141.837j,-253.822-157.315j,-46.3713+327.899j,+2401.36-0.685247j,-1201.15-2079.39j,-1200.16+2079.99j,+2.17291e+006+976286j
2013-07-29 05:27:00 PST,+346.463-144.473j,-250.262-154.421j,-49.0598+349.003j,+2401.35-0.710665j,-1201.14-2079.4j,-1200.11+2079.99j,+2.23858e+006+998394j
2013-07-29 05:28:00 PST,+351.623-143.771j,-243.141-147.917j,-47.8129+351.258j,+2401.35-0.722186j,-1201.13-2079.42j,-1200.1+2079.99j,+2.23209e+006+995012j
2013-07-29 05:29:00 PST,+361.7-147.979j,-240.27-147.945j,-49.3505+354.131j,+2401.33-0.742854j,-1201.13-2079.43j,-1200.1+2079.99j,+2.26072e+006+999343j
2013-07-29 05:30:00 PST,+358.018-144.899j,-246.353-153.143j,-44.2002+326.273j,+2401.34-0.735808j,-1201.14-2079.41j,-1200.16+2079.99j,+2.20587e+006+975655j
2013-07-29 05:31:00 PST,+362.129-146.912j,-246.547-154.442j,-42.536+314.001j,+2401.34-0.744143j,-1201.15-2079.41j,-1200.19+2079.99j,+2.19116e+006+968066j
2013-07-29 05:32:00 PST,+375.866-151.387j,-257.489-164.967j,-45.3592+325.999j,+2401.32-0.772732j,-1201.16-2079.38j,-1200.16+2079.99j,+2.28752e+006+997410j
2013-07-29 05:33:00 PST,+381.919-153.47j,-258.358-167.537j,-43.1561+315.882j,+2401.32-0.785293j,-1201.17-2079.38j,-1200.18+2079.99j,+2.28476e+006+993566j
2013-07-29 05:34:00 PST,+375.26-151.129j,-248.493-158.659j,-41.6045+308.908j,+2401.32-0.771491j,-1201.15-2079.4j,-1200.2+2079.99j,+2.22209e+006+972977j
2013-07-29 05:35:00 PST,+365.963-147.6j,-247.473-157.526j,-38.4139+301.445j,+2401.33-0.752308j,-1201.15-2079.41j,-1200.22+2079.99j,+2.17683e+006+961445j
2013-07-29 05:36:00 PST,+354.482-141.427j,-245.14-156.998j,-38.6843+306.655j,+2401.35-0.729213j,-1201.15-2079.41j,-1200.2+2079.98j,+2.15652e+006+948112j
2013-07-29 05:37:00 PST,+356.519-140.274j,-251.215-161.67j,-39.5666+304.396j,+2401.35-0.734048j,-1201.16-2079.4j,-1200.21+2079.99j,+2.17479e+006+947812j
2013-07-29 05:38:00 PST,+362.236-143.189j,-252.216-164.284j,-39.0464+304.688j,+2401.34-0.745599j,-1201.17-2079.39j,-1200.21+2079.99j,+2.19513e+006+955172j
2013-07-29 05:39:00 PST,+365.181-140.598j,-255.587-168.092j,-39.8168+315.339j,+2401.35-0.752894j,-1201.17-2079.39j,-1200.19+2079.98j,+2.23725e+006+962554j
2013-07-29 05:40:00 PST,+364.227-141.57j,-256.29-166.753j,-37.8152+309.27j,+2401.35-0.750488j,-1201.17-2079.38j,-1200.2+2079.98j,+2.21799e+006+964844j
2013-07-29 05:41:00 PST,+372.378-143.515j,-257.23-167.579j,-36.9647+305.527j,+2401.34-0.767683j,-1201.17-2079.38j,-1200.21+2079.98j,+2.23161e+006+967741j
2013-07-29 05:42:00 PST,+398.962-154.101j,-253.337-163.5j,-38.0941+316.026j,+2401.31-0.822376j,-1201.16-2079.39j,-1200.18+2079.98j,+2.30548e+006+1.00017e+006j
2013-07-29 05:43:00 PST,+393.133-152.006j,-251.288-161.882j,-38.3144+314.237j,+2401.32-0.81031j,-1201.16-2079.4j,-1200.19+2079.98j,+2.2822e+006+990229j
2013-07-29 05:44:00 PST,+389.106-150.278j,-244.975-156.238j,-38.1894+315.658j,+2401.32-0.802066j,-1201.15-2079.41j,-1200.19+2079.98j,+2.25602e+006+981708j
2013-07-29 05:45:00 PST,+373.788-146.638j,-238.49-147.702j,-37.3553+309.8j,+2401.33-0.769744j,-1201.13-2079.43j,-1200.2+2079.98j,+2.18051e+006+964476j
2013-07-29 05:46:00 PST,+386.388-151.135j,-238.244-144.551j,-38.4394+308.24j,+2401.32-0.795839j,-1201.13-2079.43j,-1200.2+2079.98j,+2.20198e+006+974401j
2013-07-29 05:47:00 PST,+386.204-150.922j,-239.585-144.763j,-38.9854+315.952j,+2401.32-0.795504j,-1201.13-2079.43j,-1200.18+2079.98j,+2.22028e+006+984539j
2013-07-29 05:48:00 PST,+377.111-147.871j,-240.026-145.94j,-38.0881+317.382j,+2401.33-0.77661j,-1201.13-2079.43j,-1200.18+2079.98j,+2.20332e+006+980310j
2013-07-29 05:49:00 PST,+379.289-147.645j,-244.336-148.669j,-37.3976+315.072j,+2401.33-0.781449j,-1201.13-2079.42j,-1200.19+2079.98j,+2.21376e+006+984114j
2013-07-29 05:50:00 PST,+375.254-144.921j,-256.414-157.213j,-36.8337+307.703j,+2401.34-0.773515j,-1201.15-2079.39j,-1200.2+2079.98j,+2.22034e+006+984753j
2013-07-29 05:51:00 PST,+370.042-140.975j,-251.812-153.481j,-38.1526+312.51j,+2401.35-0.763407j,-1201.14-2079.4j,-1200.19+2079.98j,+2.20612e+006+973228j
2013-07-29 05:52:00 PST,+371.69-142.131j,-249.284-151.484j,-38.9907+310.794j,+2401.34-0.766632j,-1201.14-2079.4j,-1200.2+2079.98j,+2.20033e+006+969343j
2013-07-29 05:53:00 PST,+367.34-142.38j,-260.596-160.552j,-39.4945+319.081j,+2401.34-0.757034j,-1201.15-2079.38j,-1200.18+2079.98j,+2.24017e+006+991460j
2013-07-29 05:54:00 PST,+356.715-139.496j,-249.829-151.65j,-39.2705+317.866j,+2401.35-0.734731j,-1201.14-2079.4j,-1200.18+2079.98j,+2.18041e+006+971874j
2013-07-29 05:55:00 PST,+359.842-142.2j,-251.992-155.328j,-37.8319+311.421j,+2401.35-0.740686j,-1201.15-2079.4j,-1200.19+2079.98j,+2.18303e+006+973700j
2013-07-29 05:56:00 PST,+367.982-146.656j,-243.156-147.794j,-33.4195+288.74j,+2401.34-0.757034j,-1201.13-2079.42j,-1200.25+2079.98j,+2.12383e+006+957042j
2013-07-29 05:57:00 PST,+385.248-153.18j,-235.824-141.174j,-35.2528+296.618j,+2401.32-0.792673j,-1201.12-2079.44j,-1200.23+2079.98j,+2.16131e+006+971027j
2013-07-29 05:58:00 PST,+382.383-151.734j,-238.564-143.606j,-37.6438+308.452j,+2401.32-0.786879j,-1201.12-2079.43j,-1200.2+2079.98j,+2.19026e+006+979557j
2013-07-29 05:59:00 PST,+382.454-151.111j,-241.574-147.183j,-36.7335+309.722j,+2401.32-0.787238j,-1201.13-2079.42j,-1200.2+2079.98j,+2.20303e+006+983435j
2013-07-29 06:00:00 PST,+377.971-149.897j,-243.734-149.883j,-40.9864+314.89j,+2401.33-0.777828j,-1201.14-2079.42j,-1200.19+2079.99j,+2.21633e+006+979127j
2013-07-29 06:01:00 PST,+379.965-150.63j,-247.069-153.097j,-40.158+308.67j,+2401.32-0.781949j,-1201.14-2079.41j,-1200.2+2079.99j,+2.21788e+006+978219j
2013-07-29 06:02:00 PST,+381.665-150.674j,-242.726-148.657j,-40.0512+308.905j,+2401.32-0.785655j,-1201.13-2079.42j,-1200.2+2079.99j,+2.20787e+006+975131j
2013-07-29 06:03:00 PST,+381.202-151.577j,-243.784-150.465j,-40.5148+316.062j,+2401.32-0.784346j,-1201.14-2079.42j,-1200.18+2079.98j,+2.22724e+006+984950j
2013-07-29 06:04:00 PST,+365.135-147.852j,-243.108-150.963j,-42.2341+326.882j,+2401.33-0.750412j,-1201.14-2079.42j,-1200.16+2079.99j,+2.21344e+006+983426j
2013-07-29 06:05:00 PST,+343.814-139.525j,-252.852-161.429j,-43.4351+324.886j,+2401.36-0.706494j,-1201.16-2079.39j,-1200.16+2079.99j,+2.193e+006+966255j
2013-07-29 06:06:00 PST,+348.557-140.315j,-256.135-163.993j,-43.138+325.244j,+2401.36-0.716613j,-1201.16-2079.39j,-1200.16+2079.99j,+2.21405e+006+972937j
2013-07-29 06:07:00 PST,+343.445-138.128j,-261.111-169.228j,-44.3632+324.489j,+2401.36-0.706144j,-1201.17-2079.37j,-1200.16+2079.99j,+2.21854e+006+968292j
2013-07-29 06:08:00 PST,+348.928-140.842j,-255.928-165.175j,-47.9876+328.772j,+2401.35-0.717251j,-1201.17-2079.39j,-1200.15+2080j,+2.23031e+006+966493j
2013-07-29 06:09:00 PST,+351.116-141.129j,-266.969-174.828j,-49.505+336.254j,+2401.35-0.721946j,-1201.18-2079.36j,-1200.14+2080j,+2.28629e+006+984352j
2013-07-29 06:10:00 PST,+370.053-148.023j,-268.095-177.114j,-47.6605+334.137j,+2401.33-0.761118j,-1201.19-2079.36j,-1200.14+2079.99j,+2.33125e+006+1.00177e+006j
2013-07-29 06:11:00 PST,+367.593-148.238j,-260.992-169.693j,-45.3707+325.16j,+2401.33-0.755665j,-1201.17-2079.37j,-1200.16+2079.99j,+2.27996e+006+990435j
2013-07-29 06:12:00 PST,+369.545-148.092j,-257.4-166.292j,-47.1565+329.367j,+2401.33-0.759983j,-1201.17-2079.38j,-1200.15+2080j,+2.28416e+006+988031j
2013-07-29 06:13:00 PST,+377.152-150.33j,-256.468-165.776j,-46.8229+326.4j,+2401.32-0.775893j,-1201.17-2079.38j,-1200.16+2080j,+2.29366e+006+989210j
2013-07-29 06:14:00 PST,+376.986-151.42j,-244.155-156.229j,-46.7635+320.161j,+2401.32-0.775173j,-1201.15-2079.41j,-1200.17+2080j,+2.24557e+006+970342j
2013-07-29 06:15:00 PST,+367.502-146.216j,-243.071-154.555j,-45.3281+320.565j,+2401.34-0.756129j,-1201.15-2079.42j,-1200.17+2079.99j,+2.21713e+006+961090j
2013-07-29 06:16:00 PST,+375.783-149.011j,-243.074-155.427j,-48.4014+330.8j,+2401.33-0.77333j,-1201.15-2079.42j,-1200.15+2080j,+2.26381e+006+972630j
2013-07-29 06:17:00 PST,+381.09-151.59j,-249.309-160.688j,-49.9475+338.061j,+2401.32-0.784097j,-1201.16-2079.4j,-1200.13+2080j,+2.31194e+006+990946j
2013-07-29 06:18:00 PST,+373.316-148.729j,-253.753-164.557j,-48.9771+336.04j,+2401.33-0.768026j,-1201.17-2079.39j,-1200.14+2080j,+2.30129e+006+988273j
2013-07-29 06:19:00 PST,+372.392-148.706j,-246.947-158.89j,-44.9126+324.893j,+2401.33-0.766012j,-1201.16-2079.41j,-1200.16+2079.99j,+2.25105e+006+975966j
2013-07-29 06:20:00 PST,+373.435-149.098j,-248.946-160.213j,-44.3422+327.179j,+2401.33-0.768164j,-1201.16-2079.4j,-1200.16+2079.99j,+2.26277e+006+983399j
2013-07-29 06:21:00 PST,+364.236-147.116j,-245.78-157.947j,-45.7078+338.501j,+2401.34-0.748686j,-1201.15-2079.41j,-1200.13+2079.99j,+2.25735e+006+985535j
2013-07-29 06:22:00 PST,+365.451-147.306j,-254.844-164.709j,-45.1124+326.181j,+2401.33-0.751284j,-1201.17-2079.39j,-1200.16+2079.99j,+2.25888e+006+983169j
2013-07-29 06:23:00 PST,+358.805-144.371j,-251.254-158.765j,-47.6249+332.565j,+2401.34-0.737704j,-1201.15-2079.4j,-1200.15+2080j,+2.24254e+006+978242j
2013-07-29 06:24:00 PST,+367.791-149.745j,-247.722-155.958j,-48.5641+334.15j,+2401.33-0.755603j,-1201.15-2079.41j,-1200.14+2080j,+2.25847e+006+987109j
2013-07-29 06:25:00 PST,+356.755-146.416j,-248.948-156.033j,-51.1413+341.752j,+2401.34-0.732547j,-1201.15-2079.4j,-1200.12+2080j,+2.2525e+006+985348j
2013-07-29 06:26:00 PST,+358.843-148.174j,-252.145-159.587j,-53.1271+351.061j,+2401.34-0.73654j,-1201.15-2079.4j,-1200.1+2080j,+2.29048e+006+998975j
2013-07-29 06:27:00 PST,+348.098-144.018j,-261.568-168.974j,-53.8326+351.735j,+2401.35-0.714393j,-1201.17-2079.37j,-1200.1+2080j,+2.29777e+006+996664j
2013-07-29 06:28:00 PST,+349.634-143.717j,-256.847-164.366j,-53.5479+353.735j,+2401.35-0.717854j,-1201.16-2079.38j,-1200.1+2080j,+2.29003e+006+994653j
2013-07-29 06:29:00 PST,+358.086-146.347j,-253.052-161.063j,-54.5755+357.492j,+2401.34-0.735483j,-1201.16-2079.39j,-1200.09+2080j,+2.30794e+006+999402j
2013-07-29 06:30:00 PST,+376.644-154.015j,-241.138-149.532j,-53.8747+353.486j,+2401.32-0.773572j,-1201.14-2079.42j,-1200.1+2080j,+2.30505e+006+1.00353e+006j
2013-07-29 06:31:00 PST,+371.07-150.222j,-243.437-152.065j,-51.8805+344.623j,+2401.33-0.76262j,-1201.14-2079.42j,-1200.12+2080j,+2.27886e+006+989681j
2013-07-29 06:32:00 PST,+360.956-144.245j,-247.56-155.712j,-51.5579+349.27j,+2401.34-0.742453j,-1201.15-2079.41j,-1200.11+2080j,+2.27639e+006+985778j
2013-07-29 06:33:00 PST,+377.225-150.937j,-243.477-151.445j,-53.7502+361.463j,+2401.32-0.775853j,-1201.14-2079.42j,-1200.08+2080j,+2.32967e+006+1.00852e+006j
2013-07-29 06:34:00 PST,+394.884-155.47j,-235.15-143.788j,-52.1318+349.648j,+2401.31-0.813006j,-1201.13-2079.44j,-1200.11+2080j,+2.31964e+006+1.00046e+006j
2013-07-29 06:35:00 PST,+398.556-155.195j,-240.324-148.75j,-52.2154+346.189j,+2401.31-0.82113j,-1201.14-2079.43j,-1200.11+2080j,+2.3379e+006+1.00027e+006j
2013-07-29 06:36:00 PST,+376.574-146.521j,-249.361-156.898j,-50.3896+337.369j,+2401.33-0.775879j,-1201.15-2079.4j,-1200.13+2080j,+2.29237e+006+981696j
2013-07-29 06:37:00 PST,+383.881-148.88j,-257.792-163.577j,-50.3717+333.657j,+2401.33-0.791094j,-1201.16-2079.38j,-1200.14+2080j,+2.32619e+006+992432j
2013-07-29 06:38:00 PST,+385.796-150.312j,-261.218-166.758j,-49.7845+330.036j,+2401.32-0.794813j,-1201.17-2079.37j,-1200.15+2080j,+2.33328e+006+996046j
2013-07-29 06:39:00 PST,+394.371-155.115j,-253.56-159.937j,-51.6635+344.523j,+2401.31-0.812j,-1201.16-2079.39j,-1200.12+2080j,+2.36288e+006+1.01331e+006j
2013-07-29 06:40:00 PST,+396.246-155.412j,-256.402-162.351j,-52.165+351.948j,+2401.31-0.816005j,-1201.16-2079.39j,-1200.1+2080j,+2.39186e+006+1.02489e+006j
2013-07-29 06:41:00 PST,+392.086-154.262j,-256.324-163.203j,-52.4623+355.347j,+2401.31-0.807278j,-1201.16-2079.39j,-1200.09+2080j,+2.39097e+006+1.0244e+006j
2013-07-29 06:42:00 PST,+389.151-150.726j,-263.998-169.578j,-48.967+344.159j,+2401.32-0.802018j,-1201.17-2079.37j,-1200.12+2079.99j,+2.37893e+006+1.01807e+006j
2013-07-29 06:43:00 PST,+382.554-148.282j,-255.696-161.246j,-46.8193+333.433j,+2401.33-0.788385j,-1201.16-2079.39j,-1200.14+2079.99j,+2.31091e+006+996563j
2013-07-29 06:44:00 PST,+388.639-152.028j,-251.684-158.714j,-46.1068+336.132j,+2401.32-0.80047j,-1201.15-2079.4j,-1200.14+2079.99j,+2.32019e+006+1.00497e+006j
2013-07-29 06:45:00 PST,+384.233-150.279j,-258.549-163.464j,-47.4336+340.419j,+2401.32-0.791404j,-1201.16-2079.38j,-1200.13+2079.99j,+2.33825e+006+1.01173e+006j
2013-07-29 06:46:00 PST,+388.608-150.324j,-254.457-162.182j,-46.929+332.325j,+2401.32-0.80096j,-1201.16-2079.39j,-1200.15+2079.99j,+2.32373e+006+996200j
2013-07-29 06:47:00 PST,+387.649-149.739j,-250.99-157.623j,-47.2805+336.392j,+2401.32-0.799055j,-1201.15-2079.4j,-1200.14+2079.99j,+2.31667e+006+997215j
2013-07-29 06:48:00 PST,+404.412-156.945j,-251.41-158.473j,-45.7265+324.879j,+2401.3-0.833368j,-1201.15-2079.4j,-1200.16+2079.99j,+2.33338e+006+1.00376e+006j
2013-07-29 06:49:00 PST,+390.446-152.825j,-248.852-155.64j,-46.0458+325.846j,+2401.31-0.804162j,-1201.15-2079.4j,-1200.16+2079.99j,+2.29327e+006+992475j
2013-07-29 06:50:00 PST,+389.003-152.873j,-244.937-152.765j,-47.7445+336.002j,+2401.31-0.80099j,-1201.14-2079.41j,-1200.14+2079.99j,+2.30229e+006+996557j
2013-07-29 06:51:00 PST,+395.452-154.696j,-246.433-153.228j,-45.9859+330.561j,+2401.31-0.814501j,-1201.14-2079.41j,-1200.15+2079.99j,+2.30711e+006+1.00061e+006j
2013-07-29 06:52:00 PST,+396.132-153j,-252.169-157.097j,-47.261+331.575j,+2401.31-0.816547j,-1201.15-2079.4j,-1200.15+2079.99j,+2.32732e+006+1.00238e+006j
2013-07-29 06:53:00 PST,+388.045-150.709j,-253.235-159.329j,-47.7985+331.405j,+2401.32-0.799604j,-1201.15-2079.39j,-1200.15+2080j,+2.31411e+006+995100j
2013-07-29 06:54:00 PST,+387.136-151.496j,-260.92-164.994j,-47.289+331.362j,+2401.32-0.797356j,-1201.16-2079.37j,-1200.15+2079.99j,+2.33223e+006+1.00717e+006j
2013-07-29 06:55:00 PST,+381.984-148.37j,-254.699-159.876j,-46.3361+335.643j,+2401.33-0.787108j,-1201.15-2079.39j,-1200.14+2079.99j,+2.30951e+006+1.00001e+006j
2013-07-29 06:56:00 PST,+395.175-154.717j,-251.238-157.882j,-46.6165+335.171j,+2401.31-0.813888j,-1201.15-2079.4j,-1200.14+2079.99j,+2.33224e+006+1.00927e+006j
2013-07-29 06:57:00 PST,+403.821-157.141j,-252.873-159.132j,-48.6891+342.21j,+2401.3-0.832011j,-1201.15-2079.39j,-1200.12+2079.99j,+2.37469e+006+1.02111e+006j
2013-07-29 06:58:00 PST,+395.774-155.45j,-250.517-156.515j,-46.8443+333.707j,+2401.31-0.814959j,-1201.15-2079.4j,-1200.14+2079.99j,+2.3272e+006+1.00895e+006j
2013-07-29 06:59:00 PST,+389.337-153.664j,-252.7-157.81j,-47.179+336.572j,+2401.31-0.801461j,-1201.15-2079.4j,-1200.14+2079.99j,+2.32341e+006+1.01039e+006j
2013-07-29 07:00:00 PST,+396.204-156.01j,-251.413-156.404j,-48.4858+338.332j,+2401.31-0.815716j,-1201.15-2079.4j,-1200.13+2080j,+2.34066e+006+1.01442e+006j
2013-07-29 07:01:00 PST,+394.922-155.912j,-261.745-166.228j,-48.7826+337.803j,+2401.31-0.812942j,-1201.17-2079.37j,-1200.13+2080j,+2.36968e+006+1.02261e+006j
2013-07-29 07:02:00 PST,+393.044-156.173j,-259.671-165.23j,-46.6645+326.959j,+2401.31-0.808748j,-1201.16-2079.38j,-1200.16+2079.99j,+2.33551e+006+1.01153e+006j
2013-07-29 07:03:00 PST,+396.367-156.587j,-261.736-165.654j,-47.0397+332.408j,+2401.3-0.815883j,-1201.17-2079.37j,-1200.15+2079.99j,+2.35863e+006+1.02205e+006j
2013-07-29 07:04:00 PST,+392.025-156.765j,-254.965-159.591j,-46.7747+331.413j,+2401.31-0.806325j,-1201.15-2079.39j,-1200.15+2079.99j,+2.32507e+006+1.01506e+006j
2013-07-29 07:05:00 PST,+382.946-151.828j,-249.402-156.075j,-50.1391+341.523j,+2401.32-0.788079j,-1201.15-2079.4j,-1200.12+2080j,+2.31435e+006+1.001e+006j
2013-07-29 07:06:00 PST,+380.224-152.167j,-251.454-156.748j,-49.3048+340.974j,+2401.32-0.782013j,-1201.15-2079.4j,-1200.13+2080j,+2.30953e+006+1.00636e+006j
2013-07-29 07:07:00 PST,+389.906-155.09j,-246.67-153.217j,-51.5256+354.055j,+2401.31-0.802238j,-1201.14-2079.41j,-1200.1+2080j,+2.34957e+006+1.01873e+006j
2013-07-29 07:08:00 PST,+394.027-156.572j,-249.86-156.046j,-50.4334+350.637j,+2401.31-0.810769j,-1201.15-2079.4j,-1200.1+2080j,+2.36076e+006+1.02368e+006j
2013-07-29 07:09:00 PST,+405.263-160.947j,-254.284-160.545j,-50.4673+346.714j,+2401.29-0.833916j,-1201.16-2079.39j,-1200.11+2080j,+2.39429e+006+1.03318e+006j
2013-07-29 07:10:00 PST,+407.492-160.744j,-259.894-162.722j,-53.1327+363.194j,+2401.29-0.838862j,-1201.16-2079.38j,-1200.08+2080j,+2.44838e+006+1.05596e+006j
2013-07-29 07:11:00 PST,+391.678-153.069j,-252.353-157.621j,-52.6252+362.173j,+2401.31-0.806779j,-1201.15-2079.4j,-1200.08+2080j,+2.38801e+006+1.02784e+006j
2013-07-29 07:12:00 PST,+388.028-152.05j,-259.697-162.486j,-50.4213+344.729j,+2401.32-0.799126j,-1201.16-2079.38j,-1200.12+2080j,+2.35926e+006+1.01849e+006j
2013-07-29 07:13:00 PST,+400.67-156.38j,-258.788-161.832j,-54.1992+350.836j,+2401.3-0.825367j,-1201.16-2079.38j,-1200.1+2080j,+2.4044e+006+1.02722e+006j
2013-07-29 07:14:00 PST,+397.904-155.48j,-255.153-158.849j,-53.3211+352.079j,+2401.31-0.819611j,-1201.15-2079.39j,-1200.1+2080j,+2.38872e+006+1.02441e+006j
2013-07-29 07:15:00 PST,+410.25-160.888j,-266.233-167.08j,-54.9711+356.409j,+2401.29-0.844849j,-1201.17-2079.36j,-1200.09+2080j,+2.45978e+006+1.05228e+006j
2013-07-29 07:16:00 PST,+418.283-165.672j,-264.097-166.198j,-54.1783+356.95j,+2401.28-0.860856j,-1201.17-2079.37j,-1200.09+2080j,+2.47484e+006+1.06267e+006j
2013-07-29 07:17:00 PST,+407.64-162.139j,-267.975-170.354j,-51.1491+343.539j,+2401.29-0.838728j,-1201.17-2079.36j,-1200.12+2080j,+2.43106e+006+1.04749e+006j
2013-07-29 07:18:00 PST,+409.468-162.219j,-263.544-166.35j,-51.3604+344.703j,+2401.29-0.842701j,-1201.17-2079.37j,-1200.12+2080j,+2.42447e+006+1.04423e+006j
2013-07-29 07:19:00 PST,+417.977-166.45j,-259.929-164.298j,-53.6207+361.073j,+2401.28-0.859929j,-1201.16-2079.38j,-1200.08+2080j,+2.47305e+006+1.06426e+006j
2013-07-29 07:20:00 PST,+419.361-166.271j,-249.286-156.527j,-52.395+355.36j,+2401.28-0.863017j,-1201.15-2079.4j,-1200.09+2080j,+2.43408e+006+1.04674e+006j
2013-07-29 07:21:00 PST,+404.383-159.428j,-260.653-164.613j,-52.2693+358.656j,+2401.3-0.832491j,-1201.16-2079.38j,-1200.09+2080j,+2.43529e+006+1.04846e+006j
2013-07-29 07:22:00 PST,+385.129-153.126j,-257.534-161.441j,-53.301+359.966j,+2401.32-0.792429j,-1201.16-2079.38j,-1200.08+2080j,+2.38267e+006+1.03012e+006j
2013-07-29 07:23:00 PST,+390.446-153.447j,-266.772-168.703j,-54.4121+358.87j,+2401.31-0.803958j,-1201.17-2079.36j,-1200.09+2080j,+2.42069e+006+1.03773e+006j
2013-07-29 07:24:00 PST,+380.269-149.481j,-270.097-171.141j,-53.6204+361.921j,+2401.33-0.782993j,-1201.17-2079.35j,-1200.08+2080j,+2.41071e+006+1.03751e+006j
