# file...... output/IEEE_123_feeder_0_swing_node.csv
# date...... Fri Jul 26 12:25:41 2019
# user...... ankit
# host...... (null)
# target.... meter 285
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_current_A,measured_current_B,measured_current_C,measured_voltage_A,measured_voltage_B,measured_voltage_C,measured_power
2013-07-29 12:00:00 PST,+291.621-128.875j,-234.144-138.588j,-26.4079+266.091j,+2401.4-0.595788j,-1201.11-2079.44j,-1200.3+2079.97j,+1.85496e+06+894196j
2013-07-29 12:07:10 PST,+828.407-430.441j,-449.925-311.731j,-103.954+669.731j,+2400.56-1.67133j,-1201.42-2078.91j,-1199.39+2080.01j,+4.6957e+06+2.17979e+06j
2013-07-29 12:07:11 PST,+828.407-430.441j,-449.925-311.731j,-103.954+669.731j,+2400.56-1.67133j,-1201.42-2078.91j,-1199.39+2080.01j,+4.6957e+06+2.17979e+06j
2013-07-29 12:07:12 PST,+828.192-430.784j,-449.622-312.062j,-103.828+669.841j,+2400.56-1.67075j,-1201.42-2078.91j,-1199.39+2080.01j,+4.69559e+06+2.17999e+06j
2013-07-29 12:07:13 PST,+827.175-430.004j,-452.237-313.109j,-104.063+667.908j,+2400.56-1.66878j,-1201.43-2078.91j,-1199.39+2080.01j,+4.69473e+06+2.17949e+06j
2013-07-29 12:07:14 PST,+827.175-430.004j,-452.237-313.109j,-104.063+667.908j,+2400.56-1.66878j,-1201.43-2078.91j,-1199.39+2080.01j,+4.69473e+06+2.17949e+06j
2013-07-29 12:07:15 PST,+827.175-430.004j,-452.237-313.109j,-104.063+667.908j,+2400.56-1.66878j,-1201.43-2078.91j,-1199.39+2080.01j,+4.69473e+06+2.17949e+06j
2013-07-29 12:07:16 PST,+827.268-429.8j,-452.313-313.016j,-104.001+667.902j,+2400.57-1.66905j,-1201.42-2078.91j,-1199.39+2080.01j,+4.69476e+06+2.17939e+06j
2013-07-29 12:07:17 PST,+824.632-427.789j,-457.76-315.164j,-103.23+671.661j,+2400.57-1.66394j,-1201.43-2078.89j,-1199.39+2080.01j,+4.70633e+06+2.18941e+06j
2013-07-29 12:07:18 PST,+824.632-427.789j,-457.76-315.164j,-103.23+671.661j,+2400.57-1.66394j,-1201.43-2078.89j,-1199.39+2080.01j,+4.70633e+06+2.18941e+06j
2013-07-29 12:07:19 PST,+824.632-427.789j,-457.76-315.164j,-103.23+671.661j,+2400.57-1.66394j,-1201.43-2078.89j,-1199.39+2080.01j,+4.70633e+06+2.18941e+06j
2013-07-29 12:07:20 PST,+824.827-427.296j,-457.905-315.077j,-102.931+671.705j,+2400.57-1.66453j,-1201.43-2078.89j,-1199.39+2080j,+4.70652e+06+2.18931e+06j
2013-07-29 12:07:21 PST,+825.981-428.2j,-460.324-315.998j,-102.86+673.036j,+2400.57-1.66676j,-1201.43-2078.89j,-1199.38+2080j,+4.7168e+06+2.19714e+06j
2013-07-29 12:07:22 PST,+825.981-428.2j,-460.324-315.998j,-102.86+673.036j,+2400.57-1.66676j,-1201.43-2078.89j,-1199.38+2080j,+4.7168e+06+2.19714e+06j
2013-07-29 12:07:23 PST,+825.981-428.2j,-460.324-315.998j,-102.86+673.036j,+2400.57-1.66676j,-1201.43-2078.89j,-1199.38+2080j,+4.7168e+06+2.19714e+06j
2013-07-29 12:07:24 PST,+826.014-428.145j,-460.442-315.887j,-102.827+673.014j,+2400.57-1.66685j,-1201.43-2078.89j,-1199.38+2080j,+4.7167e+06+2.19743e+06j
2013-07-29 12:07:25 PST,+832.103-432.947j,-458.511-315.081j,-104.547+670.032j,+2400.56-1.6786j,-1201.43-2078.89j,-1199.39+2080.01j,+4.72319e+06+2.19874e+06j
2013-07-29 12:07:26 PST,+832.103-432.947j,-458.511-315.081j,-104.547+670.032j,+2400.56-1.6786j,-1201.43-2078.89j,-1199.39+2080.01j,+4.72319e+06+2.19874e+06j
2013-07-29 12:07:27 PST,+832.103-432.947j,-458.511-315.081j,-104.547+670.032j,+2400.56-1.6786j,-1201.43-2078.89j,-1199.39+2080.01j,+4.72319e+06+2.19874e+06j
2013-07-29 12:07:28 PST,+832.047-433.349j,-458.581-314.977j,-104.779+669.957j,+2400.56-1.67834j,-1201.43-2078.89j,-1199.39+2080.01j,+4.72304e+06+2.1994e+06j
2013-07-29 12:07:29 PST,+827.289-429.48j,-460.6-315.77j,-104.576+671.749j,+2400.57-1.6692j,-1201.43-2078.89j,-1199.38+2080.01j,+4.71918e+06+2.19594e+06j
2013-07-29 12:07:30 PST,+827.289-429.48j,-460.6-315.77j,-104.576+671.749j,+2400.57-1.6692j,-1201.43-2078.89j,-1199.38+2080.01j,+4.71918e+06+2.19594e+06j
2013-07-29 12:07:31 PST,+827.289-429.48j,-460.6-315.77j,-104.576+671.749j,+2400.57-1.6692j,-1201.43-2078.89j,-1199.38+2080.01j,+4.71918e+06+2.19594e+06j
2013-07-29 12:07:32 PST,+827.484-428.854j,-460.612-315.825j,-104.208+671.799j,+2400.57-1.66983j,-1201.43-2078.89j,-1199.38+2080.01j,+4.71943e+06+2.19522e+06j
2013-07-29 12:07:33 PST,+827.03-428.788j,-464.092-317.362j,-103.098+680.559j,+2400.57-1.66886j,-1201.43-2078.88j,-1199.37+2080j,+4.74261e+06+2.21325e+06j
2013-07-29 12:07:34 PST,+827.03-428.788j,-464.092-317.362j,-103.098+680.559j,+2400.57-1.66886j,-1201.43-2078.88j,-1199.37+2080j,+4.74261e+06+2.21325e+06j
2013-07-29 12:07:35 PST,+827.03-428.788j,-464.092-317.362j,-103.098+680.559j,+2400.57-1.66886j,-1201.43-2078.88j,-1199.37+2080j,+4.74261e+06+2.21325e+06j
2013-07-29 12:07:36 PST,+826.898-429.083j,-464.021-317.434j,-102.862+680.617j,+2400.57-1.66848j,-1201.43-2078.88j,-1199.37+2080j,+4.74219e+06+2.21429e+06j
2013-07-29 12:07:37 PST,+828.34-430.324j,-459.696-315.665j,-102.344+685.107j,+2400.56-1.67122j,-1201.43-2078.89j,-1199.36+2080j,+4.74549e+06+2.21685e+06j
2013-07-29 12:07:38 PST,+828.34-430.324j,-459.696-315.665j,-102.344+685.107j,+2400.56-1.67122j,-1201.43-2078.89j,-1199.36+2080j,+4.74549e+06+2.21685e+06j
2013-07-29 12:07:39 PST,+828.34-430.324j,-459.696-315.665j,-102.344+685.107j,+2400.56-1.67122j,-1201.43-2078.89j,-1199.36+2080j,+4.74549e+06+2.21685e+06j
2013-07-29 12:07:40 PST,+828.164-430.766j,-459.552-315.795j,-102.44+685.087j,+2400.56-1.67069j,-1201.43-2078.89j,-1199.36+2080j,+4.74524e+06+2.21724e+06j
2013-07-29 12:07:41 PST,+826.107-429.134j,-450.012-311.904j,-103.005+680.188j,+2400.57-1.66673j,-1201.42-2078.91j,-1199.37+2080j,+4.71125e+06+2.19114e+06j
2013-07-29 12:07:42 PST,+826.107-429.134j,-450.012-311.904j,-103.005+680.188j,+2400.57-1.66673j,-1201.42-2078.91j,-1199.37+2080j,+4.71125e+06+2.19114e+06j
2013-07-29 12:07:43 PST,+826.107-429.134j,-450.012-311.904j,-103.005+680.188j,+2400.57-1.66673j,-1201.42-2078.91j,-1199.37+2080j,+4.71125e+06+2.19114e+06j
2013-07-29 12:07:44 PST,+825.937-429.378j,-449.769-312.142j,-103.352+680.148j,+2400.57-1.66628j,-1201.42-2078.91j,-1199.37+2080j,+4.71138e+06+2.19016e+06j
2013-07-29 12:07:45 PST,+821.713-426.091j,-455.465-314.405j,-103.082+681.953j,+2400.58-1.65811j,-1201.43-2078.9j,-1199.36+2080j,+4.71621e+06+2.19413e+06j
2013-07-29 12:07:46 PST,+821.713-426.091j,-455.465-314.405j,-103.082+681.953j,+2400.58-1.65811j,-1201.43-2078.9j,-1199.36+2080j,+4.71621e+06+2.19413e+06j
2013-07-29 12:07:47 PST,+821.713-426.091j,-455.465-314.405j,-103.082+681.953j,+2400.58-1.65811j,-1201.43-2078.9j,-1199.36+2080j,+4.71621e+06+2.19413e+06j
2013-07-29 12:07:48 PST,+821.9-425.507j,-455.589-314.303j,-102.735+682.021j,+2400.58-1.65872j,-1201.43-2078.9j,-1199.36+2080j,+4.71632e+06+2.19391e+06j
2013-07-29 12:07:49 PST,+823.245-426.245j,-462.757-317.324j,-102.775+682.306j,+2400.57-1.66142j,-1201.43-2078.88j,-1199.36+2080j,+4.73508e+06+2.2072e+06j
2013-07-29 12:07:50 PST,+823.245-426.245j,-462.757-317.324j,-102.775+682.306j,+2400.57-1.66142j,-1201.43-2078.88j,-1199.36+2080j,+4.73508e+06+2.2072e+06j
2013-07-29 12:07:51 PST,+823.245-426.245j,-462.757-317.324j,-102.775+682.306j,+2400.57-1.66142j,-1201.43-2078.88j,-1199.36+2080j,+4.73508e+06+2.2072e+06j
2013-07-29 12:07:52 PST,+823.349-426.179j,-462.993-317.099j,-102.854+682.252j,+2400.57-1.66167j,-1201.43-2078.88j,-1199.36+2080j,+4.73513e+06+2.20757e+06j
2013-07-29 12:07:53 PST,+830.451-431.65j,-462.723-316j,-102.857+682.251j,+2400.56-1.67541j,-1201.43-2078.88j,-1199.36+2080j,+4.74957e+06+2.22143e+06j
2013-07-29 12:07:54 PST,+830.451-431.65j,-462.723-316j,-102.857+682.251j,+2400.56-1.67541j,-1201.43-2078.88j,-1199.36+2080j,+4.74957e+06+2.22143e+06j
2013-07-29 12:07:55 PST,+830.451-431.65j,-462.723-316j,-102.857+682.251j,+2400.56-1.67541j,-1201.43-2078.88j,-1199.36+2080j,+4.74957e+06+2.22143e+06j
2013-07-29 12:07:56 PST,+830.304-432.105j,-462.629-316.092j,-103.014+682.226j,+2400.56-1.67494j,-1201.43-2078.88j,-1199.36+2080j,+4.74944e+06+2.22186e+06j
2013-07-29 12:07:57 PST,+826.945-428.612j,-469.105-318.946j,-104.049+673.925j,+2400.57-1.66873j,-1201.43-2078.87j,-1199.38+2080.01j,+4.73906e+06+2.21142e+06j
2013-07-29 12:07:58 PST,+826.945-428.612j,-469.105-318.946j,-104.049+673.925j,+2400.57-1.66873j,-1201.43-2078.87j,-1199.38+2080.01j,+4.73906e+06+2.21142e+06j
2013-07-29 12:07:59 PST,+826.945-428.612j,-469.105-318.946j,-104.049+673.925j,+2400.57-1.66873j,-1201.43-2078.87j,-1199.38+2080.01j,+4.73906e+06+2.21142e+06j
2013-07-29 12:08:00 PST,+827.081-427.872j,-469.218-318.799j,-104.211+673.839j,+2400.57-1.66927j,-1201.43-2078.87j,-1199.38+2080.01j,+4.73923e+06+2.20961e+06j
2013-07-29 12:08:01 PST,+828.12-428.65j,-467.304-317.953j,-104.452+672.953j,+2400.57-1.67129j,-1201.43-2078.87j,-1199.38+2080.01j,+4.73612e+06+2.20695e+06j
2013-07-29 12:08:02 PST,+828.12-428.65j,-467.304-317.953j,-104.452+672.953j,+2400.57-1.67129j,-1201.43-2078.87j,-1199.38+2080.01j,+4.73612e+06+2.20695e+06j
2013-07-29 12:08:03 PST,+828.12-428.65j,-467.304-317.953j,-104.452+672.953j,+2400.57-1.67129j,-1201.43-2078.87j,-1199.38+2080.01j,+4.73612e+06+2.20695e+06j
2013-07-29 12:08:04 PST,+828.155-428.669j,-467.349-317.886j,-104.652+672.883j,+2400.57-1.67136j,-1201.43-2078.87j,-1199.38+2080.01j,+4.73621e+06+2.20667e+06j
2013-07-29 12:08:05 PST,+828.153-428.672j,-472.614-320.095j,-104.933+670.949j,+2400.57-1.67136j,-1201.43-2078.86j,-1199.39+2080.01j,+4.74344e+06+2.21206e+06j
2013-07-29 12:08:06 PST,+828.153-428.672j,-472.614-320.095j,-104.933+670.949j,+2400.57-1.67136j,-1201.43-2078.86j,-1199.39+2080.01j,+4.74344e+06+2.21206e+06j
2013-07-29 12:08:07 PST,+828.153-428.672j,-472.614-320.095j,-104.933+670.949j,+2400.57-1.67136j,-1201.43-2078.86j,-1199.39+2080.01j,+4.74344e+06+2.21206e+06j
2013-07-29 12:08:08 PST,+828.269-428.456j,-472.766-319.96j,-104.87+670.921j,+2400.57-1.67168j,-1201.43-2078.86j,-1199.39+2080.01j,+4.74348e+06+2.21212e+06j
2013-07-29 12:08:09 PST,+822.757-424.144j,-474.522-320.651j,-105.178+669.521j,+2400.58-1.66104j,-1201.43-2078.86j,-1199.39+2080.01j,+4.73125e+06+2.20229e+06j
2013-07-29 12:08:10 PST,+822.757-424.144j,-474.522-320.651j,-105.178+669.521j,+2400.58-1.66104j,-1201.43-2078.86j,-1199.39+2080.01j,+4.73125e+06+2.20229e+06j
2013-07-29 12:08:11 PST,+822.757-424.144j,-474.522-320.651j,-105.178+669.521j,+2400.58-1.66104j,-1201.43-2078.86j,-1199.39+2080.01j,+4.73125e+06+2.20229e+06j
2013-07-29 12:08:12 PST,+822.964-423.62j,-474.629-320.593j,-105.055+669.509j,+2400.58-1.66166j,-1201.43-2078.86j,-1199.39+2080.01j,+4.73158e+06+2.20157e+06j
2013-07-29 12:08:13 PST,+830.623-429.578j,-470.638-318.907j,-105.584+665.092j,+2400.56-1.67646j,-1201.43-2078.87j,-1199.4+2080.01j,+4.73312e+06+2.20318e+06j
2013-07-29 12:08:14 PST,+830.623-429.578j,-470.638-318.907j,-105.584+665.092j,+2400.56-1.67646j,-1201.43-2078.87j,-1199.4+2080.01j,+4.73312e+06+2.20318e+06j
2013-07-29 12:08:15 PST,+830.623-429.578j,-470.638-318.907j,-105.584+665.092j,+2400.56-1.67646j,-1201.43-2078.87j,-1199.4+2080.01j,+4.73312e+06+2.20318e+06j
2013-07-29 12:08:16 PST,+830.447-430.259j,-470.621-318.836j,-106.076+665.032j,+2400.56-1.67586j,-1201.43-2078.87j,-1199.4+2080.01j,+4.733e+06+2.20377e+06j
2013-07-29 12:08:17 PST,+828.165-428.497j,-470.662-318.835j,-106.691+660.727j,+2400.57-1.67144j,-1201.43-2078.87j,-1199.41+2080.02j,+4.71936e+06+2.1932e+06j
2013-07-29 12:08:18 PST,+828.165-428.497j,-470.662-318.835j,-106.691+660.727j,+2400.57-1.67144j,-1201.43-2078.87j,-1199.41+2080.02j,+4.71936e+06+2.1932e+06j
2013-07-29 12:08:19 PST,+828.165-428.497j,-470.662-318.835j,-106.691+660.727j,+2400.57-1.67144j,-1201.43-2078.87j,-1199.41+2080.02j,+4.71936e+06+2.1932e+06j
2013-07-29 12:08:20 PST,+828.277-428.261j,-470.765-318.743j,-106.82+660.663j,+2400.57-1.67176j,-1201.43-2078.87j,-1199.41+2080.02j,+4.71958e+06+2.19261e+06j
2013-07-29 12:08:21 PST,+826.428-426.711j,-473.484-319.816j,-106.625+662.326j,+2400.57-1.66823j,-1201.43-2078.86j,-1199.4+2080.02j,+4.72386e+06+2.19566e+06j
2013-07-29 12:08:22 PST,+826.428-426.711j,-473.484-319.816j,-106.625+662.326j,+2400.57-1.66823j,-1201.43-2078.86j,-1199.4+2080.02j,+4.72386e+06+2.19566e+06j
2013-07-29 12:08:23 PST,+826.428-426.711j,-473.484-319.816j,-106.625+662.326j,+2400.57-1.66823j,-1201.43-2078.86j,-1199.4+2080.02j,+4.72386e+06+2.19566e+06j
2013-07-29 12:08:24 PST,+826.531-426.389j,-473.569-319.797j,-106.402+662.365j,+2400.57-1.66856j,-1201.43-2078.86j,-1199.4+2080.02j,+4.72398e+06+2.19559e+06j
2013-07-29 12:08:25 PST,+825.639-425.676j,-473.571-319.794j,-106.687+659.883j,+2400.57-1.66684j,-1201.43-2078.86j,-1199.41+2080.02j,+4.71702e+06+2.19033e+06j
2013-07-29 12:08:26 PST,+825.639-425.676j,-473.571-319.794j,-106.687+659.883j,+2400.57-1.66684j,-1201.43-2078.86j,-1199.41+2080.02j,+4.71702e+06+2.19033e+06j
2013-07-29 12:08:27 PST,+825.639-425.676j,-473.571-319.794j,-106.687+659.883j,+2400.57-1.66684j,-1201.43-2078.86j,-1199.41+2080.02j,+4.71702e+06+2.19033e+06j
2013-07-29 12:08:28 PST,+825.699-425.527j,-473.593-319.769j,-106.753+659.877j,+2400.58-1.66702j,-1201.43-2078.86j,-1199.41+2080.02j,+4.7172e+06+2.1899e+06j
2013-07-29 12:08:29 PST,+827.344-426.945j,-481.139-322.754j,-105.543+668.062j,+2400.57-1.67015j,-1201.44-2078.84j,-1199.39+2080.01j,+4.75199e+06+2.21771e+06j
2013-07-29 12:08:30 PST,+827.344-426.945j,-481.139-322.754j,-105.543+668.062j,+2400.57-1.67015j,-1201.44-2078.84j,-1199.39+2080.01j,+4.75199e+06+2.21771e+06j
2013-07-29 12:08:31 PST,+827.344-426.945j,-481.139-322.754j,-105.543+668.062j,+2400.57-1.67015j,-1201.44-2078.84j,-1199.39+2080.01j,+4.75199e+06+2.21771e+06j
2013-07-29 12:08:32 PST,+827.379-426.856j,-481.253-322.712j,-105+668.199j,+2400.57-1.67026j,-1201.44-2078.84j,-1199.39+2080.01j,+4.75176e+06+2.21908e+06j
2013-07-29 12:08:33 PST,+829.975-428.523j,-483.346-323.531j,-104.613+672.026j,+2400.57-1.67539j,-1201.44-2078.84j,-1199.38+2080.01j,+4.7697e+06+2.23182e+06j
2013-07-29 12:08:34 PST,+829.975-428.523j,-483.346-323.531j,-104.613+672.026j,+2400.57-1.67539j,-1201.44-2078.84j,-1199.38+2080.01j,+4.7697e+06+2.23182e+06j
2013-07-29 12:08:35 PST,+829.975-428.523j,-483.346-323.531j,-104.613+672.026j,+2400.57-1.67539j,-1201.44-2078.84j,-1199.38+2080.01j,+4.7697e+06+2.23182e+06j
2013-07-29 12:08:36 PST,+830.061-428.344j,-483.416-323.511j,-104.531+672.053j,+2400.57-1.67564j,-1201.44-2078.84j,-1199.38+2080.01j,+4.76991e+06+2.23177e+06j
2013-07-29 12:08:37 PST,+830.68-428.769j,-481.958-322.928j,-104.902+669.02j,+2400.57-1.67686j,-1201.44-2078.84j,-1199.39+2080.01j,+4.76257e+06+2.22605e+06j
2013-07-29 12:08:38 PST,+830.68-428.769j,-481.958-322.928j,-104.902+669.02j,+2400.57-1.67686j,-1201.44-2078.84j,-1199.39+2080.01j,+4.76257e+06+2.22605e+06j
2013-07-29 12:08:39 PST,+830.68-428.769j,-481.958-322.928j,-104.902+669.02j,+2400.57-1.67686j,-1201.44-2078.84j,-1199.39+2080.01j,+4.76257e+06+2.22605e+06j
2013-07-29 12:08:40 PST,+830.662-428.832j,-481.945-322.964j,-105.005+668.995j,+2400.57-1.6768j,-1201.44-2078.84j,-1199.39+2080.01j,+4.76265e+06+2.22588e+06j
2013-07-29 12:08:41 PST,+833.797-431.439j,-481.798-322.905j,-104.555+672.022j,+2400.56-1.6828j,-1201.44-2078.84j,-1199.38+2080.01j,+4.77564e+06+2.23646e+06j
2013-07-29 12:08:42 PST,+833.797-431.439j,-481.798-322.905j,-104.555+672.022j,+2400.56-1.6828j,-1201.44-2078.84j,-1199.38+2080.01j,+4.77564e+06+2.23646e+06j
2013-07-29 12:08:43 PST,+833.797-431.439j,-481.798-322.905j,-104.555+672.022j,+2400.56-1.6828j,-1201.44-2078.84j,-1199.38+2080.01j,+4.77564e+06+2.23646e+06j
2013-07-29 12:08:44 PST,+833.647-431.882j,-481.738-322.926j,-104.624+672.05j,+2400.56-1.68232j,-1201.44-2078.84j,-1199.38+2080.01j,+4.77539e+06+2.23726e+06j
2013-07-29 12:08:45 PST,+831.023-429.445j,-483.723-323.679j,-104.621+675.745j,+2400.56-1.67738j,-1201.44-2078.84j,-1199.38+2080.01j,+4.78072e+06+2.23908e+06j
2013-07-29 12:08:46 PST,+831.023-429.445j,-483.723-323.679j,-104.621+675.745j,+2400.56-1.67738j,-1201.44-2078.84j,-1199.38+2080.01j,+4.78072e+06+2.23908e+06j
2013-07-29 12:08:47 PST,+831.023-429.445j,-483.723-323.679j,-104.621+675.745j,+2400.56-1.67738j,-1201.44-2078.84j,-1199.38+2080.01j,+4.78072e+06+2.23908e+06j
2013-07-29 12:08:48 PST,+831.177-428.885j,-483.721-323.822j,-104.091+675.707j,+2400.57-1.6779j,-1201.44-2078.84j,-1199.38+2080.01j,+4.78067e+06+2.23861e+06j
2013-07-29 12:08:49 PST,+836.063-432.781j,-483.725-323.818j,-104.892+670.369j,+2400.56-1.68732j,-1201.44-2078.84j,-1199.39+2080.01j,+4.78225e+06+2.2399e+06j
2013-07-29 12:08:50 PST,+836.063-432.781j,-483.725-323.818j,-104.892+670.369j,+2400.56-1.68732j,-1201.44-2078.84j,-1199.39+2080.01j,+4.78225e+06+2.2399e+06j
2013-07-29 12:08:51 PST,+836.063-432.781j,-483.725-323.818j,-104.892+670.369j,+2400.56-1.68732j,-1201.44-2078.84j,-1199.39+2080.01j,+4.78225e+06+2.2399e+06j
2013-07-29 12:08:52 PST,+836.081-433.057j,-483.903-323.566j,-105.359+670.229j,+2400.56-1.68726j,-1201.44-2078.83j,-1199.39+2080.01j,+4.78226e+06+2.24009e+06j
2013-07-29 12:08:53 PST,+835.112-432.269j,-486.176-324.413j,-105.042+672.418j,+2400.56-1.6854j,-1201.44-2078.83j,-1199.38+2080.01j,+4.78859e+06+2.24519e+06j
2013-07-29 12:08:54 PST,+835.112-432.269j,-486.176-324.413j,-105.042+672.418j,+2400.56-1.6854j,-1201.44-2078.83j,-1199.38+2080.01j,+4.78859e+06+2.24519e+06j
2013-07-29 12:08:55 PST,+835.112-432.269j,-486.176-324.413j,-105.042+672.418j,+2400.56-1.6854j,-1201.44-2078.83j,-1199.38+2080.01j,+4.78859e+06+2.24519e+06j
2013-07-29 12:08:56 PST,+835.196-431.998j,-486.257-324.42j,-104.784+672.457j,+2400.56-1.68568j,-1201.44-2078.83j,-1199.38+2080.01j,+4.78868e+06+2.24528e+06j
2013-07-29 12:08:57 PST,+834.728-431.67j,-486.808-324.772j,-104.197+678.225j,+2400.56-1.68476j,-1201.44-2078.83j,-1199.37+2080.01j,+4.80024e+06+2.25335e+06j
2013-07-29 12:08:58 PST,+834.728-431.67j,-486.808-324.772j,-104.197+678.225j,+2400.56-1.68476j,-1201.44-2078.83j,-1199.37+2080.01j,+4.80024e+06+2.25335e+06j
2013-07-29 12:08:59 PST,+834.728-431.67j,-486.808-324.772j,-104.197+678.225j,+2400.56-1.68476j,-1201.44-2078.83j,-1199.37+2080.01j,+4.80024e+06+2.25335e+06j
2013-07-29 12:09:00 PST,+834.674-431.783j,-486.724-324.89j,-104.074+678.222j,+2400.56-1.68461j,-1201.44-2078.83j,-1199.37+2080.01j,+4.8001e+06+2.25356e+06j
2013-07-29 12:09:01 PST,+837.972-434.399j,-491.751-326.828j,-104.12+677.046j,+2400.55-1.69096j,-1201.44-2078.82j,-1199.37+2080.01j,+4.81569e+06+2.26644e+06j
2013-07-29 12:09:02 PST,+837.972-434.399j,-491.751-326.828j,-104.12+677.046j,+2400.55-1.69096j,-1201.44-2078.82j,-1199.37+2080.01j,+4.81569e+06+2.26644e+06j
2013-07-29 12:09:03 PST,+837.972-434.399j,-491.751-326.828j,-104.12+677.046j,+2400.55-1.69096j,-1201.44-2078.82j,-1199.37+2080.01j,+4.81569e+06+2.26644e+06j
2013-07-29 12:09:04 PST,+838.05-434.324j,-491.953-326.65j,-104.075+677.035j,+2400.55-1.69116j,-1201.44-2078.82j,-1199.37+2080.01j,+4.81568e+06+2.26697e+06j
2013-07-29 12:09:05 PST,+838.05-434.324j,-496.336-328.538j,-103.806+681.066j,+2400.55-1.69116j,-1201.44-2078.81j,-1199.36+2080j,+4.83293e+06+2.27919e+06j
2013-07-29 12:09:06 PST,+838.05-434.324j,-496.336-328.538j,-103.806+681.066j,+2400.55-1.69116j,-1201.44-2078.81j,-1199.36+2080j,+4.83293e+06+2.27919e+06j
2013-07-29 12:09:07 PST,+838.05-434.324j,-496.336-328.538j,-103.806+681.066j,+2400.55-1.69116j,-1201.44-2078.81j,-1199.36+2080j,+4.83293e+06+2.27919e+06j
2013-07-29 12:09:08 PST,+838.092-434.206j,-496.388-328.532j,-103.606+681.123j,+2400.55-1.69129j,-1201.44-2078.81j,-1199.36+2080j,+4.83295e+06+2.27951e+06j
2013-07-29 12:09:09 PST,+838.361-434.627j,-496.389-328.531j,-103.91+678.576j,+2400.55-1.69174j,-1201.44-2078.81j,-1199.37+2080j,+4.82867e+06+2.27684e+06j
2013-07-29 12:09:10 PST,+838.361-434.627j,-496.389-328.531j,-103.91+678.576j,+2400.55-1.69174j,-1201.44-2078.81j,-1199.37+2080j,+4.82867e+06+2.27684e+06j
2013-07-29 12:09:11 PST,+838.361-434.627j,-496.389-328.531j,-103.91+678.576j,+2400.55-1.69174j,-1201.44-2078.81j,-1199.37+2080j,+4.82867e+06+2.27684e+06j
2013-07-29 12:09:12 PST,+838.381-434.749j,-496.444-328.436j,-104.106+678.526j,+2400.55-1.69174j,-1201.44-2078.81j,-1199.37+2080.01j,+4.82871e+06+2.27689e+06j
2013-07-29 12:09:13 PST,+836.332-433.132j,-496.444-328.437j,-103.127+685.714j,+2400.55-1.68779j,-1201.44-2078.81j,-1199.35+2080j,+4.83757e+06+2.28367e+06j
2013-07-29 12:09:14 PST,+836.332-433.132j,-496.444-328.437j,-103.127+685.714j,+2400.55-1.68779j,-1201.44-2078.81j,-1199.35+2080j,+4.83757e+06+2.28367e+06j
2013-07-29 12:09:15 PST,+836.332-433.132j,-496.444-328.437j,-103.127+685.714j,+2400.55-1.68779j,-1201.44-2078.81j,-1199.35+2080j,+4.83757e+06+2.28367e+06j
2013-07-29 12:09:16 PST,+836.293-433.013j,-496.311-328.613j,-102.813+685.806j,+2400.56-1.68774j,-1201.44-2078.81j,-1199.35+2080j,+4.8375e+06+2.28366e+06j
2013-07-29 12:09:17 PST,+836.329-433.299j,-495.73-328.43j,-102.81+685.806j,+2400.55-1.68773j,-1201.44-2078.81j,-1199.35+2080j,+4.8365e+06+2.28336e+06j
2013-07-29 12:09:18 PST,+836.329-433.299j,-495.73-328.43j,-102.81+685.806j,+2400.55-1.68773j,-1201.44-2078.81j,-1199.35+2080j,+4.8365e+06+2.28336e+06j
2013-07-29 12:09:19 PST,+836.329-433.299j,-495.73-328.43j,-102.81+685.806j,+2400.55-1.68773j,-1201.44-2078.81j,-1199.35+2080j,+4.8365e+06+2.28336e+06j
2013-07-29 12:09:20 PST,+836.257-433.52j,-495.677-328.419j,-102.912+685.785j,+2400.55-1.6875j,-1201.44-2078.81j,-1199.35+2080j,+4.83632e+06+2.28356e+06j
2013-07-29 12:09:21 PST,+834.291-431.878j,-497.837-329.386j,-102.709+687.887j,+2400.56-1.68374j,-1201.45-2078.8j,-1199.35+2080j,+4.84033e+06+2.28589e+06j
2013-07-29 12:09:22 PST,+834.291-431.878j,-497.837-329.386j,-102.709+687.887j,+2400.56-1.68374j,-1201.45-2078.8j,-1199.35+2080j,+4.84033e+06+2.28589e+06j
2013-07-29 12:09:23 PST,+834.291-431.878j,-497.837-329.386j,-102.709+687.887j,+2400.56-1.68374j,-1201.45-2078.8j,-1199.35+2080j,+4.84033e+06+2.28589e+06j
2013-07-29 12:09:24 PST,+834.349-431.651j,-497.854-329.403j,-102.657+687.918j,+2400.56-1.68394j,-1201.45-2078.8j,-1199.35+2080j,+4.84053e+06+2.28551e+06j
2013-07-29 12:09:25 PST,+830.758-428.886j,-497.366-329.211j,-101.988+692.865j,+2400.57-1.67699j,-1201.45-2078.8j,-1199.34+2080j,+4.84041e+06+2.28542e+06j
2013-07-29 12:09:26 PST,+830.758-428.886j,-497.366-329.211j,-101.988+692.865j,+2400.57-1.67699j,-1201.45-2078.8j,-1199.34+2080j,+4.84041e+06+2.28542e+06j
2013-07-29 12:09:27 PST,+830.758-428.886j,-497.366-329.211j,-101.988+692.865j,+2400.57-1.67699j,-1201.45-2078.8j,-1199.34+2080j,+4.84041e+06+2.28542e+06j
